Name,Location,Price,Monthly Payment,Milage (KM),Ownership,Transmission
2018 Audi A3 3-Door 1.0TFSI Auto,"Edenvale Central, Edenvale",R 319 900,R            6 089     p/m,67 505 km,Used Car,Automatic
2019 Nissan X-Trail 2.0 Visia,"Dayanglen, Boksburg",R 319 900,R            6 089     p/m,57 852 km,Used Car,Manual
2012 Mercedes-Benz C-Class C350 Coupe AMG Sports,"Edenburg, Sandton",R 319 900,R            6 089     p/m,155 248 km,Used Car,Automatic
2015 Mercedes-Benz C-Class C220 Bluetec Avantgarde Auto,"Corporate Park, Midrand",R 319 900,R            6 089     p/m,129 000 km,Used Car,Automatic
2019 Volkswagen Polo Hatch 1.0TSI Highline,"Newlands, Pretoria",R 319 900,R            6 089     p/m,31 705 km,Used Car,Manual
2022 Ford Ranger 2.0Bi-Turbo Double Cab Hi-Rider Stormtrak,,R 815 100,R            15 515     p/m,31 705 km,Used Car,Manual
2022 Ford Ranger 2.0Bi-Turbo Double Cab 4x4 Stormtrak,,R 875 360,R            16 662     p/m,31 705 km,Used Car,Manual
2022 Ford Ranger 2.0Bi-Turbo Double Cab 4x4 Stormtrak,,R 799 900,R            15 225     p/m,31 705 km,Used Car,Manual
2022 Volkswagen Polo Vivo Hatch 1.0TSI GT,"Reuven, Johannesburg",R 319 900,R            6 089     p/m,3 000 km,Demo,Manual
2022 Mazda Mazda2 1.5 Dynamic Auto,"Highveld Business Park, Centurion",R 319 900,R            6 089     p/m,5 000 km,Used Car,Automatic
2022 Kia Rio Hatch 1.4 EX,"Highveld Business Park, Centurion",R 319 900,R            6 089     p/m,60 km,Used Car,Manual
2019 Mitsubishi Eclipse Cross 2.0 GLS,"Kew, Johannesburg",R 319 900,R            6 089     p/m,76 445 km,Used Car,Automatic
2021 Toyota Corolla hatch 1.2T XS,"Fourways, Sandton",R 319 900,R            6 089     p/m,45 000 km,Used Car,Manual
2014 Land Rover Discovery 4 SDV6 SE,"Bryanston, Sandton",R 319 900,R            6 089     p/m,212 200 km,Used Car,Automatic
2017 Hyundai Tucson 1.6 Turbo Executive,"Craigavon, Sandton",R 319 900,R            6 089     p/m,59 618 km,Used Car,Manual
2013 Ford Ranger 3.2TDCi Double Cab 4x4 Wildtrak,"Craigavon, Sandton",R 319 900,R            6 089     p/m,145 000 km,Used Car,Automatic
2017 MINI Countryman Cooper S Countryman,"Bryanston, Sandton",R 319 900,R            6 089     p/m,57 000 km,Used Car,Manual
2022 Suzuki Vitara Brezza 1.5 GLX Auto,"Rosettenville, Johannesburg",R 319 900,R            6 089     p/m,30 km,Used Car,Automatic
2004 Toyota Hilux 3.0KZ-TE  4x4 Raider,,R 164 900,R            3 139     p/m,307 000 km,Used Car,Manual
2022 Haval Jolion 1.5T Luxury,,R 369 900,R            7 041     p/m,307 000 km,Used Car,Manual
2022 Volkswagen Amarok 2.0BiTDI Double Cab Highline Auto,,R 749 900,R            14 274     p/m,10 000 km,Used Car,Automatic
2015 Mercedes-Benz GLA GLA220CDI 4Matic Style,"Glen Nerine, Sandton",R 319 900,R            6 089     p/m,138 000 km,Used Car,Automatic
2021 Ford EcoSport 1.0T Trend Auto,"Bramley, Johannesburg",R 319 900,R            6 089     p/m,9 433 km,Used Car,Automatic
2022 Honda WR-V 1.2 Elegance,"Highveld Business Park, Centurion",R 319 900,R            6 089     p/m,350 km,Used Car,Manual
2021 GWM P-Series 2.0TD SX,"Kenilworth, Johannesburg",R 319 900,R            6 089     p/m,19 800 km,Used Car,Manual
2021 Toyota Urban Cruiser 1.5 Xs,"Blackheath, Randburg",R 319 900,R            6 089     p/m,10 500 km,Used Car,Manual
2021 Nissan Micra 84kW Turbo Tekna Plus,"Blackheath, Randburg",R 319 900,R            6 089     p/m,9 900 km,Used Car,Manual
2016 BMW 1 Series 120i 5-Door M Sport Auto,"Blackheath, Randburg",R 319 900,R            6 089     p/m,67 000 km,Used Car,Automatic
2022 Mazda Mazda2 1.5 Dynamic Auto,"Strubensvallei, Roodepoort",R 319 900,R            6 089     p/m,6 000 km,Demo,Automatic
2019 Hyundai Kona 1.0T Executive,"Wilro Park, Roodepoort",R 319 900,R            6 089     p/m,59 302 km,Used Car,Manual
,,,,59 302 km,Used Car,Manual
2020 Honda Ballade 1.5 Executive Auto,"Wilro Park, Roodepoort",R 319 900,R            6 089     p/m,16 125 km,Used Car,Automatic
2017 Chevrolet Spark 1.2 L,,R 84 900,R            1 616     p/m,107 000 km,Used Car,Manual
2017 Chevrolet Spark 1.2 LS,,R 94 900,R            1 806     p/m,127 500 km,Used Car,Manual
2022 Suzuki Baleno 1.5 Gl Auto,,R 245 900,R            4 680     p/m,35 km,Used Car,Automatic
2019 Mazda CX-3 2.0 Dynamic Auto,"Barbeque Downs, Midrand",R 319 900,R            6 089     p/m,34 200 km,Used Car,Automatic
2019 Volkswagen Polo Hatch 1.0TSI Highline Auto,"Weltevreden Park, Roodepoort",R 319 900,R            6 089     p/m,76 000 km,Used Car,Automatic
2021 Renault Kiger 1.0 Turbo Intens Auto,"Fontainebleau, Randburg",R 319 900,R            6 089     p/m,9 074 km,Used Car,Automatic
2019 Nissan X-Trail 2.5 4x4 Acenta,"Gleneagles, Johannesburg",R 319 900,R            6 089     p/m,33 084 km,Used Car,Automatic
2016 Audi A4 2.0TFSI Sport,"Gleneagles, Johannesburg",R 319 900,R            6 089     p/m,82 617 km,Used Car,Automatic
2018 Nissan X-Trail 2.5 4x4 Acenta Plus,"Centurion Central, Centurion",R 319 900,R            6 089     p/m,95 000 km,Used Car,Automatic
2022 Volkswagen Polo Sedan 1.6 Comfortline Auto,"Centurion Central, Centurion",R 319 900,R            6 089     p/m,6 700 km,Used Car,Automatic
2019 Nissan Qashqai 1.2T Acenta Auto,"Allen's Nek, Roodepoort",R 319 900,R            6 089     p/m,41 331 km,Used Car,Automatic
2021 Nissan Magnite 1.0 Turbo Acenta Plus Auto,"Sandown, Sandton",R 319 900,R            6 089     p/m,24 000 km,Used Car,Automatic
2016 Toyota Hilux 2.4GD-6 SRX,"Horison View, Roodepoort",R 319 900,R            6 089     p/m,81 000 km,Used Car,Manual
2022 Volkswagen Caddy Maxi 2.0TDI,,R 544 900,R            10 372     p/m,5 000 km,Used Car,Manual
2007 Porsche 911 Carrera 4S Cabriolet,,R 639 950,R            12 181     p/m,69 000 km,Used Car,Manual
2021 Mercedes-Benz V-Class V300d Exclusive,,R 1 799 950,R            34 260     p/m,21 000 km,Used Car,Automatic
,,,,21 000 km,Used Car,Automatic
2021 Renault Kiger 1.0 Turbo Intens Auto,"Fontainebleau, Randburg",R 319 900,R            6 089     p/m,9 074 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,"Edenvale Central, Edenvale",R 319 900,R            6 089     p/m,101 km,Used Car,Automatic
2021 Nissan Magnite 1.0 Turbo Acenta Plus Auto,"Sandown, Sandton",R 319 900,R            6 089     p/m,24 000 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,"New Redruth, Alberton",R 319 900,R            6 089     p/m,24 000 km,Used Car,Automatic
2016 BMW X3 xDrive20d,"Witkoppen, Sandton",R 319 900,R            6 089     p/m,143 000 km,Used Car,Manual
2019 Hyundai Kona 1.0T Executive,"Wilro Park, Roodepoort",R 319 900,R            6 089     p/m,59 302 km,Used Car,Manual
2020 Honda Ballade 1.5 Executive Auto,"Wilro Park, Roodepoort",R 319 900,R            6 089     p/m,16 125 km,Used Car,Automatic
2021 Toyota Urban Cruiser 1.5 Xs auto,"Ormonde, Johannesburg",R 319 900,R            6 089     p/m,22 000 km,Used Car,Automatic
2021 Nissan Magnite 1.0 Turbo Acenta Plus Auto,"Sandown, Sandton",R 319 900,R            6 089     p/m,24 000 km,Used Car,Automatic
2022 Opel Corsa 1.2T Edition,"Pretoria Central, Pretoria",R 319 900,R            6 089     p/m,24 000 km,Used Car,Automatic
2014 Jeep Grand Cherokee 3.0CRD Overland,,R 314 950,R            5 995     p/m,180 000 km,Used Car,Automatic
2018 Land Rover Range Rover Evoque HSE Dynamic SD4,,R 679 950,R            12 942     p/m,47 000 km,Used Car,Automatic
2020 Volkswagen Polo Vivo Hatch 1.4 Trendline,,R 209 950,R            3 996     p/m,26 000 km,Used Car,Manual
2022 Fiat Doblo Cargo 1.3 Multijet Panel Van SX,"Midridge Park, Midrand",R 319 900,R            6 089     p/m,20 000 km,Used Car,Manual
2022 Peugeot 208 1.2T Allure,"Weltevreden Park, Roodepoort",R 319 900,R            6 089     p/m,8 000 km,Used Car,Manual
2014 Volkswagen Scirocco R Auto,"Horison View, Roodepoort",R 319 900,R            6 089     p/m,101 000 km,Used Car,Automatic
2021 Hyundai i20 1.0T Fluid Auto,"Witkoppen, Sandton",R 319 900,R            6 089     p/m,5 000 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,"Rosettenville, Johannesburg",R 319 900,R            6 089     p/m,5 000 km,Used Car,Automatic
2017 Ford Ranger 2.2TDCi Double Cab Hi-Rider XL,"Dalpark, Brakpan",R 319 900,R            6 089     p/m,123 000 km,Used Car,Manual
2022 Toyota Urban Cruiser 1.5 XR Auto,"Magaliesview, Sandton",R 319 900,R            6 089     p/m,5 000 km,Used Car,Automatic
2022 Kia Rio Hatch 1.4 EX,"Sandown, Sandton",R 319 900,R            6 089     p/m,3 000 km,Used Car,Manual
2022 Toyota Urban Cruiser 1.5 Xs,"Northgate, Randburg",R 319 900,R            6 089     p/m,14 000 km,Used Car,Manual
2022 Volkswagen Polo Hatch 1.0TSI Comfortline,"Randjespark, Midrand",R 319 900,R            6 089     p/m,9 000 km,Used Car,Manual
2014 Volkswagen Polo Hatch 1.2TSI Comfortline,,R 149 900,R            2 853     p/m,174 000 km,Used Car,Manual
2022 Toyota Starlet 1.4 XR,,R 259 900,R            4 947     p/m,9 000 km,Demo,Manual
2018 Ford Fiesta 1.5TDCi Trend,,R 150 000,R            2 855     p/m,57 000 km,Used Car,Manual
,,,,57 000 km,Used Car,Manual
2022 Volkswagen Polo Hatch 1.0TSI Comfortline,"Randjespark, Midrand",R 319 900,R            6 089     p/m,17 000 km,Used Car,Manual
2022 Chery Tiggo 4 Pro 1.5T Elite,"Horison, Roodepoort",R 319 900,R            6 089     p/m,1 000 km,Used Car,Manual
2015 Chrysler 300C SRT8,"Craigavon, Sandton",R 319 900,R            6 089     p/m,113 000 km,Used Car,Automatic
2021 Ford EcoSport 1.0T Titanium,"Bramley, Johannesburg",R 319 900,R            6 089     p/m,17 500 km,Used Car,Manual
2021 Ford EcoSport 1.0T Titanium,"Bramley, Johannesburg",R 319 900,R            6 089     p/m,13 702 km,Used Car,Manual
2021 Ford EcoSport 1.0T Trend Auto,"Bramley, Johannesburg",R 319 900,R            6 089     p/m,22 705 km,Used Car,Automatic
2021 Ford EcoSport 1.0T Titanium,"Bramley, Johannesburg",R 319 900,R            6 089     p/m,17 719 km,Used Car,Manual
2016 MINI Clubman Cooper S Clubman Auto,"Sandown, Sandton",R 319 900,R            6 089     p/m,78 000 km,Used Car,Automatic
2014 Toyota RAV4 2.2D-4D AWD VX,"Magaliessig, Sandton",R 319 900,R            6 089     p/m,104 800 km,Used Car,Automatic
2016 BMW 3 Series 320i M Sport Auto,"Craigavon, Sandton",R 319 900,R            6 089     p/m,82 145 km,Used Car,Automatic
2022 Suzuki Baleno 1.5 GLX Manual,,R 275 800,R            5 250     p/m,82 145 km,Used Car,Automatic
2022 Suzuki Baleno 1.5 GLX Auto,,R 295 900,R            5 632     p/m,82 145 km,Used Car,Automatic
2022 Suzuki Ertiga 1.5 GA,,R 254 900,R            4 852     p/m,82 145 km,Used Car,Automatic
2021 Citroen C3 Aircross 1.2T Shine,"Jansenpark, Boksburg",R 319 900,R            6 089     p/m,18 085 km,Used Car,Automatic
2022 Volkswagen Polo Hatch 1.0TSI 70kW Life,"Sandown, Sandton",R 319 900,R            6 089     p/m,10 000 km,Used Car,Manual
2017 Mitsubishi Pajero Sport 2.5DI-D 4x4,"Sandown, Sandton",R 319 900,R            6 089     p/m,120 000 km,Used Car,Manual
2015 Ford Ranger 3.2TDCi Double Cab 4x4 XLT Auto,"Sandown, Sandton",R 319 900,R            6 089     p/m,104 265 km,Used Car,Automatic
2022 Chery Tiggo 4  Pro 1.5T Elite,"Rosettenville, Johannesburg",R 319 900,R            6 089     p/m,7 000 km,Used Car,Manual
2016 BMW 2 Series 220i Coupe Sport Line Auto,"Bedfordview, Bedfordview",R 319 900,R            6 089     p/m,127 000 km,Used Car,Automatic
2021 Ford EcoSport 1.0T Trend,"Bardene, Boksburg",R 319 900,R            6 089     p/m,17 000 km,Used Car,Manual
2018 BMW 1 Series 118i 5-Door Auto,"Reuven, Johannesburg",R 319 900,R            6 089     p/m,67 989 km,Used Car,Automatic
2017 Volkswagen Golf 1.4TSI Comfortline Auto,"Northcliff, Randburg",R 319 900,R            6 089     p/m,77 000 km,Used Car,Automatic
2017 Volkswagen Golf 1.0TSI Comfortline,"Northcliff, Randburg",R 319 900,R            6 089     p/m,43 000 km,Used Car,Manual
2019 McLaren 600 Spider,,R 5 699 999,R            108 494     p/m,10 000 km,Used Car,Automatic
2022 Volkswagen Polo Hatch 1.0TSI 70kW Life,,R 409 900,R            7 802     p/m,10 000 km,Used Car,Manual
2022 Volkswagen Golf GTi,,R 799 995,R            15 227     p/m,9 900 km,Used Car,Automatic
2017 Toyota RAV4 2.0 GX Auto,"Northcliff, Randburg",R 319 900,R            6 089     p/m,60 000 km,Used Car,Automatic
2022 Ford EcoSport 1.0T Trend,"Glen Nerine, Sandton",R 319 890,R            6 089     p/m,4 500 km,Used Car,Manual
2022 Ford EcoSport 1.0T Trend,"Glen Nerine, Sandton",R 319 890,R            6 089     p/m,3 750 km,Used Car,Manual
2022 Ford EcoSport 1.0T Trend,"Glen Nerine, Sandton",R 319 890,R            6 089     p/m,4 560 km,Used Car,Manual
2017 Alfa Romeo Giulietta 1750TBi Veloce,"South Crest, Alberton",R 319 800,R            6 087     p/m,53 500 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,"Glenvarloch, Nigel",R 319 800,R            6 087     p/m,53 500 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,"Glenvarloch, Nigel",R 319 800,R            6 087     p/m,53 500 km,Used Car,Automatic
2018 Mazda CX-5 2.0 Active Auto,"Benoni Central, Benoni",R 319 800,R            6 087     p/m,105 010 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,"Glenvarloch, Nigel",R 319 800,R            6 087     p/m,105 010 km,Used Car,Automatic
2022 Chery Tiggo 4 Pro 1.5 Comfort,"Glenvarloch, Nigel",R 319 800,R            6 087     p/m,105 010 km,Used Car,Automatic
2022 Volkswagen Polo Vivo Hatch 1.4 Trendline,,R 243 600,R            4 637     p/m,105 010 km,Used Car,Automatic
2022 Volkswagen Polo Hatch 1.0TSI 70kW Life,,R 433 650,R            8 254     p/m,105 010 km,Used Car,Automatic
2022 Volkswagen T-Cross 1.5TSI 110kW R-Line,,R 502 550,R            9 566     p/m,105 010 km,Used Car,Automatic
2014 Land Rover Range Rover Evoque Si4 Dynamic,"Noordwyk, Midrand",R 319 800,R            6 087     p/m,178 147 km,Used Car,Automatic
2016 Kia Grand Sedona 2.2CRDi SXL,"Mondeor, Johannesburg",R 319 786,R            6 087     p/m,189 800 km,Used Car,Automatic
2022 Suzuki Vitara Brezza 1.5 GLX Auto,"Raceview, Alberton",R 319 700,R            6 085     p/m,189 800 km,Used Car,Automatic
,,,,189 800 km,Used Car,Automatic
2022 Suzuki Vitara Brezza 1.5 GLX Auto,"Raceview, Alberton",R 319 700,R            6 085     p/m,55 km,Used Car,Automatic
2015 Mercedes-Benz GLA GLA200CDI Auto,"Raceview, Alberton",R 319 700,R            6 085     p/m,145 000 km,Used Car,Automatic
2022 Ford EcoSport 1.5 Ambiente Black,"Bramley, Johannesburg",R 319 692,R            6 085     p/m,5 000 km,Used Car,Automatic
2022 Fiat 500 500C Twinair Sport,"Bardene, Boksburg",R 319 500,R            6 081     p/m,1 000 km,Demo,Manual
2016 Kia Sportage 2.0CRDi AWD Tec Auto,"Edenvale Central, Edenvale",R 319 500,R            6 081     p/m,94 987 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,21 386 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,26 387 km,Used Car,Automatic
2022 Volkswagen Taigo 1.0TSI Life,,R 497 980,R            9 479     p/m,26 387 km,Used Car,Automatic
2011 Mazda Mazda3 MPS,,R 169 950,R            3 235     p/m,110 182 km,Used Car,Manual
2014 MINI Hatch Cooper Hatch 3-Door Auto,,R 189 000,R            3 597     p/m,129 500 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,29 550 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,30 790 km,Used Car,Automatic
,,,,30 790 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,44 407 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,24 721 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,32 755 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,31 423 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"New Modder, Benoni",R 319 399,R            6 079     p/m,21 947 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Ruiterhof, Randburg",R 319 399,R            6 079     p/m,36 850 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Ruiterhof, Randburg",R 319 399,R            6 079     p/m,19 514 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Ruiterhof, Randburg",R 319 399,R            6 079     p/m,20 520 km,Used Car,Automatic
2022 Mahindra Pik Up 2.2CRDe S4 4x4,,R 299 999,R            5 710     p/m,20 520 km,Used Car,Automatic
2022 Mahindra KUV100 Nxt 1.2 G80 K2+ #DARE,,R 187 999,R            3 578     p/m,20 520 km,Used Car,Automatic
2022 Mahindra Pik Up 2.2CRDe S6,,R 308 999,R            5 882     p/m,20 520 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Ruiterhof, Randburg",R 319 399,R            6 079     p/m,25 911 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Ruiterhof, Randburg",R 319 399,R            6 079     p/m,20 788 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Ruiterhof, Randburg",R 319 399,R            6 079     p/m,25 016 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Reuven, Johannesburg",R 319 399,R            6 079     p/m,28 804 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Reuven, Johannesburg",R 319 399,R            6 079     p/m,24 965 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Reuven, Johannesburg",R 319 399,R            6 079     p/m,27 087 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Reuven, Johannesburg",R 319 399,R            6 079     p/m,36 586 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Reuven, Johannesburg",R 319 399,R            6 079     p/m,16 470 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Reuven, Johannesburg",R 319 399,R            6 079     p/m,25 635 km,Used Car,Automatic
2021 Volkswagen Polo Hatch 1.0TSI Comfortline Auto,"Reuven, Johannesburg",R 319 399,R            6 079     p/m,25 291 km,Used Car,Automatic
2011 BMW X5 M,,R 299 950,R            5 709     p/m,104 755 km,Used Car,Automatic
2021 Toyota Corolla hatch 1.2T XS,,R 379 900,R            7 231     p/m,40 500 km,Used Car,Manual
2019 Toyota Quantum 2.8 LWB Bus 11-Seater GL,,R 479 950,R            9 135     p/m,98 830 km,Used Car,Manual
2022 Ford EcoSport 1.5 Ambiente Black,"Highveld Business Park, Centurion",R 319 355,R            6 079     p/m,12 333 km,Used Car,Automatic
2018 Kia Sportage 1.6GDI Ignite,"Payneville, Springs",R 319 200,R            6 076     p/m,42 435 km,Used Car,Automatic
2017 BMW 1 Series 118i 5-Door Auto,"Bardene, Boksburg",R 319 000,R            6 072     p/m,67 000 km,Used Car,Automatic
